date,occu_perc,total_sales
2023-03-14,11.4579375,13764378.025
2023-03-15,16.925194805194803,19389649.23809524
2023-03-16,17.678305084745762,18259816.905084744
2023-03-17,13.620900900900901,10112020.996996997
2023-03-18,11.631184573002754,9086891.173553718
2023-03-19,11.348381962864721,8575409.809018567
2023-03-20,5.481455696202532,1643069.6202531646
2023-03-21,23.086211340206187,15170916.429305913
2023-03-22,19.826852589641433,19675663.654761903
2023-03-23,24.67022684310019,23548663.5
2023-03-24,29.649733959311426,26953881.939440995
2023-03-25,28.242404371584698,25936440.07985481
2023-03-26,29.556097122302155,26979109.974955276
2023-03-27,43.83126537785589,37271659.96328671
2023-03-28,36.181408450704225,32252803.461403508
2023-03-29,34.507889273356405,31019738.74827586
2023-03-30,36.28411965811966,32811896.064735945
2023-03-31,35.476507666098804,32555622.208828524
2023-04-01,38.77280977312391,36617293.04347826
2023-04-02,30.263838630806845,23152180.048661802
2023-04-03,47.64957337883959,22569921.7414966
2023-04-04,26.56933104631218,21135623.924786326
2023-04-05,34.29385135135135,28620243.176767677
2023-04-06,35.759211409395974,30128925.528428093
2023-04-07,16.869375,11341071.788927335
2023-04-08,16.363448873483534,11018631.703639515
2023-04-09,16.91127551020408,11422838.425170068
2023-04-10,55.01165032679738,24701188.912052117
2023-04-11,25.95611295681063,17148350.9602649
2023-04-12,37.413126022913254,25430820.504078303
2023-04-13,41.257182410423454,32078675.24025974
2023-04-14,35.58266666666667,27677258.46191248
2023-04-15,15.630737704918033,9627749.178688524
2023-04-16,15.817802013422819,9326269.281879194
2023-04-17,53.41529126213592,22921373.77022654
2023-04-18,27.748965517241377,17246251.19047619
2023-04-19,34.39665086887836,24492314.35229068
2023-04-20,36.306576,27430351.9456
2023-04-21,18.327360000000002,10099855.984
2023-04-22,16.869953560371517,9481284.81888545
2023-04-23,17.06068362480127,9777420.871835442
2023-04-24,54.23568389057751,22314240.10030395
2023-04-25,25.509064417177914,14633749.976993864
2023-04-26,32.82208459214502,23033438.013595168
2023-04-27,33.684266666666666,23949540.69037037
2023-04-28,18.410508221225708,9041173.387144992
2023-04-29,16.970638930163446,8737763.741456166
2023-04-30,15.867369337979095,8501733.44250871
2023-05-01,45.75869942196532,18450093.926300578
2023-05-02,30.808104395604396,21207836.839285713
2023-05-03,28.7578904109589,19545171.579452056
2023-05-04,29.315020188425304,19895639.300134588
2023-05-05,15.349698216735254,7079211.244170096
2023-05-06,13.635260989010987,6711243.129120879
2023-05-07,13.879240331491712,6830233.417127072
2023-05-08,45.29338010204082,15592270.404336736
2023-05-09,18.6121045751634,9079334.193211488
2023-05-10,25.576149870801032,15647894.032299742
2023-05-11,28.412917737789204,17899029.555269923
2023-05-12,15.361599462365593,6816270.161290322
2023-05-13,13.186188524590163,6527192.622950819
2023-05-14,12.823135359116023,5955117.400552486
2023-05-15,43.35634517766498,14622348.092405064
2023-05-16,17.49621476510067,9011327.065683646
2023-05-17,22.078674863387977,11208664.839237057
2023-05-18,26.65644385026738,13192759.664886516
2023-05-19,13.232663877266388,5539888.731571627
2023-05-20,13.534727272727272,5693089.246861924
2023-05-21,12.739495798319327,5491522.346368715
2023-05-22,35.84127829560586,11831535.888297873
2023-05-23,16.96566248256625,7582580.186889819
2023-05-24,21.806707152496628,11066882.585695006
2023-05-25,23.191332436069985,11575080.736204576
2023-05-26,12.757884344146685,5131794.071932299
2023-05-27,11.871982881597718,4946383.736091298
2023-05-28,12.08517985611511,5068798.548201439
2023-05-29,29.62378196500673,9843492.59757739
2023-05-30,13.584040404040405,6035952.375180375
2023-05-31,17.851188811188813,8853062.931468531
2023-06-01,21.159873060648803,10261155.129760226
2023-06-02,12.610793413173653,5204767.964071856
2023-06-03,14.147055837563451,2743540.609137056
2023-06-05,96.6375,17850000.0
2023-06-07,14.475494296577946,6607195.8022813685
2023-06-08,14.696479099678456,6689847.257234727
2023-06-09,8.874851330203443,3631549.291079812
2023-06-10,8.68911858974359,3604543.267628205
2023-06-11,8.364968152866242,3478280.2484076433
2023-06-12,22.479898550724638,7226630.434782608
2023-06-13,11.91620895522388,4969007.458208955
2023-06-14,13.56433933933934,6778822.816816817
2023-06-15,7.948391376451078,4594587.061359867
2023-06-16,13.379151785714287,9125803.55357143
2023-06-17,7.413617363344052,4116278.1318327975
2023-06-18,7.42115562403698,3831540.8305084747
2023-06-19,29.45570224719101,9670835.672752809
2023-06-20,5.840104712041885,2435287.9581151833
2023-06-21,12.012297496318116,7675449.18556701
2023-06-22,15.099037037037037,9793385.174814815
2023-06-23,8.103744,3933776.0
2023-06-24,7.263152709359606,3708144.49589491
2023-06-25,4.352226487523993,1881391.5547024952
2023-06-26,24.257150997150998,8047116.799145299
2023-06-27,8.794009146341462,4430948.161585365
2023-06-28,13.791979913916787,8809024.37302726
2023-06-29,17.463963068181815,10890859.363636363
2023-06-30,9.545787878787879,4186431.815151515
2023-07-01,8.932968515742129,4250247.370314843
2023-07-02,8.060662739322533,3983600.880706922
2023-07-03,31.56370517928287,10820843.28818061
2023-07-04,11.53150289017341,8422290.439306358
2023-07-05,16.7206940509915,13686274.76062323
2023-07-06,18.19208275862069,15718848.273103448
2023-07-07,12.199329359165425,8256926.964232489
2023-07-08,8.627991886409736,5731531.415821501
2023-07-09,17.544285714285714,1874285.7142857143
2023-07-10,34.34216735253772,14795877.90809328
2023-07-11,11.863020030816642,10722812.010785824
2023-07-12,17.926618497109825,17353085.226878613
2023-07-13,22.36072857142857,22589307.115714286
2023-07-14,12.403966049382715,10001172.802469136
2023-07-15,11.059306451612905,8888137.082258064
2023-07-16,11.37960876369327,10411729.250391236
2023-07-17,40.41404255319149,18521509.899433427
2023-07-18,14.512714723926381,13802545.981595092
2023-07-19,19.31293768545994,19570857.553412464
2023-07-20,23.628783382789315,25002907.992581602
2023-07-21,14.318869426751592,11400589.143312102
2023-07-22,12.24374203821656,10429378.977707006
2023-07-23,11.615637254901962,10085759.79248366
2023-07-24,41.65834074074074,19733082.957037035
2023-07-25,14.412126623376624,12987167.193181818
2023-07-26,19.329319620253163,19031083.8528481
2023-07-27,24.169126984126983,23627412.671428572
2023-07-28,13.87838550247117,10320403.609555189
2023-07-29,11.648795986622073,9290928.071906354
2023-07-30,11.593105802047782,10099189.399317406
2023-07-31,43.78633333333333,20787242.419696968
2023-08-01,14.86516393442623,13588770.483606558
2023-08-02,19.595302325581393,18329815.485271316
2023-08-03,24.212302936630604,23516986.075734157
2023-08-04,14.710589198036006,10446472.981996726
2023-08-05,12.152541254125412,9445858.067656765
2023-08-06,11.907803660565724,9093111.464226289
2023-08-07,45.20453149001536,20956240.425727412
2023-08-08,15.924506369426751,12568488.873015873
2023-08-09,20.634673046251994,18819912.396496814
2023-08-10,23.802439024390242,22851974.06554878
2023-08-11,14.39493006993007,9681204.17452007
2023-08-12,14.02945299145299,8645658.116239317
2023-08-13,12.074453507340946,8449102.763458401
2023-08-14,43.25177469135803,20364182.098765433
2023-08-15,15.26151515151515,11180326.94736842
2023-08-16,19.261692789968652,15921199.045454545
2023-08-17,23.768678955453147,19979815.642089095
2023-08-18,13.837628524046435,8205323.376451078
2023-08-19,13.876013628620102,7464650.758091994
2023-08-20,11.164484374999999,7019945.3015625
2023-08-21,37.23585227272727,15478650.549715908
2023-08-22,19.29068493150685,15937063.9086758
2023-08-23,16.177798165137617,13055067.264525995
2023-08-24,19.024200298953662,15325091.162929745
2023-08-25,11.29173076923077,6316069.612341772
2023-08-26,10.027496062992126,6092622.039370079
2023-08-27,8.572765273311898,5331028.9356913185
2023-08-28,34.70492371705964,13999972.259361997
2023-08-29,11.514862385321102,7216047.391437309
2023-08-30,16.685066864784545,12460817.230312036
2023-08-31,19.316858877086492,14376039.438543247
2023-09-01,10.689887820512821,5631794.863782051
