date,occu_perc,total_sales
2018-08-02,19.595302325581393,18329815.485271316
2018-08-03,24.212302936630604,23516986.075734157
2018-08-04,14.710589198036006,10446472.981996726
2018-08-05,12.152541254125412,9445858.067656765
2018-08-06,11.907803660565724,9093111.464226289
2018-08-07,45.20453149001536,20956240.425727412
2018-08-08,15.924506369426751,12568488.873015873
2018-08-09,20.634673046251994,18819912.396496814
2018-08-10,23.802439024390242,22851974.06554878
2018-08-11,14.39493006993007,9681204.17452007
2018-08-12,14.02945299145299,8645658.116239317
2018-08-13,12.074453507340946,8449102.763458401
2018-08-14,43.25177469135803,20364182.098765433
2018-08-15,15.26151515151515,11180326.94736842
2018-08-16,19.261692789968652,15921199.045454545
2018-08-17,23.768678955453147,19979815.642089095
2018-08-18,13.837628524046435,8205323.376451078
2018-08-19,13.876013628620102,7464650.758091994
2018-08-20,11.164484374999999,7019945.3015625
2018-08-21,37.23585227272727,15478650.549715908
2018-08-22,19.29068493150685,15937063.9086758
2018-08-23,16.177798165137617,13055067.264525995
2018-08-24,19.024200298953662,15325091.162929745
2018-08-25,11.29173076923077,6316069.612341772
2018-08-26,10.027496062992126,6092622.039370079
2018-08-27,8.572765273311898,5331028.9356913185
2018-08-28,34.70492371705964,13999972.259361997
2018-08-29,11.514862385321102,7216047.391437309
2018-08-30,16.685066864784545,12460817.230312036
2018-08-31,19.316858877086492,14376039.438543247
2018-09-01,10.689887820512821,5631794.863782051
2018-09-02,8.75435064935065,5158823.050324676
2018-09-03,8.539035947712419,5031797.3839869285
2018-09-04,35.87658605974396,13661647.724431818
2018-09-05,10.448104265402844,5961900.627760252
2018-09-06,13.789970930232558,9357714.07256894
2018-09-07,16.796063675832126,11837601.150289018
2018-09-08,11.087851622874807,5384992.283950618
2018-09-09,10.218198757763975,5797643.396899225
2018-09-10,8.985857142857142,5008225.039619652
2018-09-11,22.429183006535947,8415391.515497552
2018-09-12,15.175008976660681,4862410.394265233
2018-09-13,8.214555984555986,4805916.98069498
2018-09-14,9.191439393939394,5549100.376893939
2018-09-15,5.256924731182795,2471634.4043010753
2018-09-16,4.794872389791184,2478178.654292343
2018-09-17,4.3520398009950245,2183519.9004975124
2018-09-18,9.258060836501901,2032556.8181818181
2018-09-21,2.97,200000.0
2018-09-22,16.227,1658500.0
2018-09-23,4.352482269503546,2416120.283018868
2018-09-24,4.270612244897959,2371009.0702947844
2018-09-25,15.212784380305603,5555789.47368421
2018-09-26,8.983485915492958,8039455.18453427
2018-09-27,11.871707717569786,9188360.655737706
2018-09-28,18.153343749999998,14880546.875
2018-09-29,7.956330935251799,5767535.971223022
2018-09-30,7.071598579040852,5648872.1136767315
2018-10-01,7.719132007233274,6125804.701627486
2018-10-02,27.05897125567322,12826021.178517397
2018-10-03,11.355040783034259,8538792.807504078
2018-10-04,19.067035330261135,16007710.552833078
2018-10-05,20.68203363914373,17253363.899082568
2018-10-06,18.630933977455715,10610249.561996778
2018-10-07,8.839679054054054,6365430.741554054
2018-10-08,8.951514143094842,5989134.772046589
2018-10-09,35.61387234042553,15292939.089235127
2018-10-10,15.108943338437978,11461536.683486238
2018-10-11,24.905840336134453,19878486.703496505
2018-10-12,28.77510729613734,23976679.53218884
2018-10-13,13.297886676875958,7693710.5467075035
2018-10-14,9.835392749244713,6091170.688821753
2018-10-15,9.816843702579666,5942996.954476479
2018-10-16,42.47868,16876519.990666665
2018-10-17,17.200438066465257,9905248.85822021
2018-10-18,26.427728494623654,17861224.44354839
2018-10-19,30.134344262295084,20970222.662568305
2018-10-20,18.491884892086333,8227345.309352518
2018-10-21,10.460878962536023,5223388.482014389
2018-10-22,10.337887740029542,5370974.886262924
2018-10-23,38.5958940397351,13966920.529801324
2018-10-24,15.706935704514365,8312978.139344262
2018-10-25,24.77458950201884,16198888.42204301
2018-10-26,26.71649263721553,17525875.6657754
2018-10-27,16.71495786516854,6924410.109550562
2018-10-28,9.845036603221084,4884706.140350877
2018-10-29,8.554655172413794,2469715.5172413792
2018-10-30,12.825,1035000.0
2018-10-31,13.08496251874063,7217774.814814814
2018-11-01,20.348762446657183,12777260.56056338
2018-11-02,21.733964757709252,14246630.116959065
2018-11-03,13.509038142620232,5320878.938640133
2018-11-04,11.469802631578949,4493322.368421053
